eventID,year,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters
00311-BON100-2007,2007,-35.4291,149.0733,WGS84,30
00312-BON100-2008,2008,-35.4291,149.0733,WGS84,30
00313-BON100-2013,2013,-35.4291,149.0733,WGS84,30
00314-BON100-2009,2009,-35.4291,149.0733,WGS84,30
00315-BON100-2013,2013,-35.4291,149.0733,WGS84,30
00316-BON100-2009,2009,-35.4291,149.0733,WGS84,30
00317-BON100-2007,2007,-35.4291,149.0733,WGS84,30
00318-BON100-2009,2009,-35.4291,149.0733,WGS84,30
00319-BON100-2014,2014,-35.4291,149.0733,WGS84,30
00320-BON100-2014,2014,-35.4291,149.0733,WGS84,30
00321-BON100-2007,2007,-35.4291,149.0733,WGS84,30
00322-BON100-2005,2005,-35.4291,149.0733,WGS84,30
00323-BON200-2013,2013,-35.42964,149.07142,WGS84,30
00324-BON200-2012,2012,-35.42964,149.07142,WGS84,30
00325-BON200-2010,2010,-35.42964,149.07142,WGS84,30
00326-BON200-2013,2013,-35.42964,149.07142,WGS84,30
00327-BON200-2013,2013,-35.42964,149.07142,WGS84,30
00328-BRA100-2005,2005,-35.43834439,149.2948017,WGS84,30
00329-BRA100-2013,2013,-35.43834439,149.2948017,WGS84,30
00330-BRA100-2004,2004,-35.43834439,149.2948017,WGS84,30
00331-BRA100-2006,2006,-35.43834439,149.2948017,WGS84,30
00332-BRA200-2005,2005,-35.43746436,149.2936753,WGS84,30
00333-BRA200-2013,2013,-35.43746436,149.2936753,WGS84,30
00334-BRA200-2004,2004,-35.43746436,149.2936753,WGS84,30
00335-BRA200-2006,2006,-35.43746436,149.2936753,WGS84,30
00336-BRU100-2014,2014,-35.244246,149.105849,WGS84,30
00337-BRU100-2007,2007,-35.244246,149.105849,WGS84,30
00338-BRU100-2005,2005,-35.244246,149.105849,WGS84,30
00339-BRU100-2008,2008,-35.244246,149.105849,WGS84,30
00340-BRU100-2013,2013,-35.244246,149.105849,WGS84,30
00341-BRU100-2008,2008,-35.244246,149.105849,WGS84,30
00342-BRU100-2008,2008,-35.244246,149.105849,WGS84,30
00343-BRU100-2007,2007,-35.244246,149.105849,WGS84,30
00344-BRU100-2005,2005,-35.244246,149.105849,WGS84,30
00345-BRU200-2010,2010,-35.2484,149.0956,WGS84,30
00346-BRU200-2012,2012,-35.2484,149.0956,WGS84,30
00347-BRU200-2011,2011,-35.2484,149.0956,WGS84,30
00348-BSW001-2011,2011,-35.2576,149.118015,WGS84,30
00349-BSW001-2013,2013,-35.2576,149.118015,WGS84,30
00350-BSW001-2010,2010,-35.2576,149.118015,WGS84,30
00351-BSW001-2012,2012,-35.2576,149.118015,WGS84,30
00352-BSW001-2014,2014,-35.2576,149.118015,WGS84,30
00353-BSW001-2014,2014,-35.2576,149.118015,WGS84,30
00354-BSW001-2014,2014,-35.2576,149.118015,WGS84,30
00355-BSW001-2014,2014,-35.2576,149.118015,WGS84,30
00356-BSW001-2010,2010,-35.2576,149.118015,WGS84,30
00357-BSW001-2011,2011,-35.2576,149.118015,WGS84,30
00358-BUN100-2009,2009,-35.2502,149.4448,WGS84,30
00359-BUN100-2007,2007,-35.2502,149.4448,WGS84,30
00360-BUN100-2008,2008,-35.2502,149.4448,WGS84,30
00361-BUN100-2008,2008,-35.2502,149.4448,WGS84,30
00362-BUN100-2009,2009,-35.2502,149.4448,WGS84,30
00363-BUN100-2009,2009,-35.2502,149.4448,WGS84,30
00364-BUN100-2008,2008,-35.2502,149.4448,WGS84,30
00365-BUN100-2010,2010,-35.2502,149.4448,WGS84,30
00366-BUN100-2006,2006,-35.2502,149.4448,WGS84,30
00367-BUN100-2010,2010,-35.2502,149.4448,WGS84,30
00368-BUN100-2008,2008,-35.2502,149.4448,WGS84,30
00369-BUN200-2009,2009,-35.2472,149.4476,WGS84,30
00370-BUN200-2008,2008,-35.2472,149.4476,WGS84,30
00371-BUN200-2009,2009,-35.2472,149.4476,WGS84,30
00372-BUN200-2008,2008,-35.2472,149.4476,WGS84,30
00373-BUN200-2008,2008,-35.2472,149.4476,WGS84,30
00374-BUN200-2008,2008,-35.2472,149.4476,WGS84,30
00375-BUN200-2010,2010,-35.2472,149.4476,WGS84,30
00376-BUN200-2010,2010,-35.2472,149.4476,WGS84,30
00377-BUN200-2009,2009,-35.2472,149.4476,WGS84,30
00378-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00379-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00380-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00381-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00382-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00383-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00384-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00385-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00386-BUR100-2007,2007,-35.560194,149.230583,WGS84,30
00387-BUR200-2007,2007,-35.557944,149.23244,WGS84,30
00388-BUR200-2007,2007,-35.557944,149.23244,WGS84,30
00389-BUR200-2007,2007,-35.557944,149.23244,WGS84,30
00390-BUR200-2007,2007,-35.557944,149.23244,WGS84,30
00391-BUR200-2007,2007,-35.557944,149.23244,WGS84,30
00392-BUR200-2007,2007,-35.557944,149.23244,WGS84,30
00393-BUR200-2007,2007,-35.557944,149.23244,WGS84,30
00394-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00395-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00396-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00397-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00398-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00399-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00400-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00401-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00402-BUR300-2009,2009,-35.5167,149.2292,WGS84,30
00403-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00404-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00405-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00406-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00407-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00408-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00409-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00410-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00411-BUR350-2009,2009,-35.5175,149.2294,WGS84,30
00412-BUR700-2011,2011,-35.58166666,149.2166666,WGS84,30
00413-BUR700-2012,2012,-35.58166666,149.2166666,WGS84,30
00414-BUR700-2012,2012,-35.58166666,149.2166666,WGS84,30
00415-BUR700-2011,2011,-35.58166666,149.2166666,WGS84,30
00416-BUR700-2011,2011,-35.58166666,149.2166666,WGS84,30
00417-CAP400-2013,2013,-35.5978711,149.4450311,WGS84,30
00418-CAP400-2008,2008,-35.5978711,149.4450311,WGS84,30
00419-CAP400-2007,2007,-35.5978711,149.4450311,WGS84,30
00420-CAV100-2007,2007,-35.3447,148.942,WGS84,30
00421-CAV100-2012,2012,-35.3447,148.942,WGS84,30
00422-CAV100-2011,2011,-35.3447,148.942,WGS84,30
00423-CAV100-2010,2010,-35.3447,148.942,WGS84,30
00424-CAV100-2008,2008,-35.3447,148.942,WGS84,30
00425-CAV100-2013,2013,-35.3447,148.942,WGS84,30
00426-CAV100-2014,2014,-35.3447,148.942,WGS84,30
